timestamp,satellite_id,temperature_c,voltage_v,current_a,battery_soc_percent,solar_power_w,communication_signal_db,vibration_g,attitude_error_deg,subsystem,label
2026-03-01 01:01:00,SAT-002,26.85,28.25,7.83,96.1,572.66,-70.29,0.0382,0.05,PAYLOAD,NORMAL
2026-03-01 01:02:00,SAT-003,27.24,28.0,7.68,89.33,532.53,-67.58,0.0542,0.08,THERMAL,NORMAL
2026-03-01 01:03:00,SAT-004,22.72,28.21,5.51,86.08,575.22,-69.73,0.055,0.046,ATTITUDE,NORMAL
2026-03-01 01:04:00,INSAT-3D,27.59,23.52,4.52,81.02,137.18,-68.61,0.0487,0.062,POWER,ANOMALY
2026-03-01 01:05:00,GSAT-30,25.64,28.29,6.63,91.48,558.06,-66.57,0.0381,0.06,THERMAL,NORMAL
2026-03-01 01:06:00,SAT-001,17.27,28.29,5.98,92.74,531.25,-64.1,0.0369,0.013,PAYLOAD,NORMAL
2026-03-01 01:07:00,SAT-002,16.86,28.58,4.71,92.98,564.04,-75.02,0.0175,0.123,PAYLOAD,NORMAL
2026-03-01 01:08:00,SAT-003,41.64,26.44,31.97,87.56,529.62,-64.84,0.0498,0.127,POWER,ANOMALY
2026-03-01 01:09:00,SAT-004,21.18,28.0,7.41,90.01,527.84,-65.51,0.0604,0.067,POWER,NORMAL
2026-03-01 01:10:00,INSAT-3D,15.99,28.1,7.26,98.0,565.13,-63.3,0.0309,0.06,ATTITUDE,NORMAL
2026-03-01 01:11:00,GSAT-30,25.63,28.86,6.04,88.23,602.38,-66.23,0.0476,0.093,BATTERY,NORMAL
2026-03-01 01:12:00,SAT-001,26.75,27.86,5.43,94.43,535.52,-122.4,0.0441,0.103,COMMUNICATION,ANOMALY
2026-03-01 01:13:00,SAT-002,23.59,28.09,5.82,92.76,503.09,-70.19,0.026,0.122,ATTITUDE,NORMAL
2026-03-01 01:14:00,SAT-003,28.75,28.05,6.88,76.4,531.95,-66.12,0.0602,0.055,ATTITUDE,NORMAL
2026-03-01 01:15:00,SAT-004,23.45,28.22,6.05,89.56,498.2,-67.17,0.0364,0.107,POWER,NORMAL
2026-03-01 01:16:00,INSAT-3D,23.98,28.0,6.86,85.07,598.3,-72.89,0.6082,0.714,ATTITUDE,ANOMALY
2026-03-01 01:17:00,GSAT-30,21.95,27.8,7.28,86.35,524.32,-74.37,0.0278,0.124,POWER,NORMAL
2026-03-01 01:18:00,SAT-001,29.86,27.54,4.54,81.8,498.79,-67.39,0.0485,0.072,THERMAL,NORMAL
2026-03-01 01:19:00,SAT-002,20.07,28.01,5.31,96.76,572.75,-64.19,0.0537,0.046,THERMAL,NORMAL
2026-03-01 01:20:00,SAT-003,24.43,28.35,5.52,88.56,235.26,-69.12,0.0521,10.853,ATTITUDE,ANOMALY
2026-03-01 01:21:00,SAT-004,19.07,27.97,6.38,84.42,564.11,-66.6,0.0614,0.109,COMMUNICATION,NORMAL
2026-03-01 01:22:00,INSAT-3D,23.17,28.46,5.64,80.96,485.52,-66.18,0.0296,0.133,POWER,NORMAL
2026-03-01 01:23:00,GSAT-30,28.32,28.11,5.92,89.29,549.96,-67.88,0.029,0.076,PAYLOAD,NORMAL
2026-03-01 01:24:00,SAT-001,41.34,25.68,14.37,25.44,489.25,-69.41,0.035,0.136,BATTERY,ANOMALY
2026-03-01 01:25:00,SAT-002,25.69,27.96,6.53,79.49,576.02,-66.58,0.0481,0.109,ATTITUDE,NORMAL
2026-03-01 01:26:00,SAT-003,24.65,28.77,7.15,89.29,589.14,-69.49,0.0227,0.05,COMMUNICATION,NORMAL
2026-03-01 01:27:00,SAT-004,23.78,28.25,5.05,90.91,486.66,-70.4,0.0611,0.053,PAYLOAD,NORMAL
2026-03-01 01:28:00,INSAT-3D,59.34,26.87,8.17,83.48,532.86,-67.46,0.0511,0.034,THERMAL,ANOMALY
2026-03-01 01:29:00,GSAT-30,23.32,28.77,5.19,81.35,597.92,-70.11,0.0337,0.149,PAYLOAD,NORMAL
2026-03-01 01:30:00,SAT-001,26.75,28.33,5.33,92.65,478.3,-64.57,0.0292,0.073,THERMAL,NORMAL
2026-03-01 01:31:00,SAT-002,29.5,28.37,6.87,94.84,587.42,-64.91,0.0467,0.069,PAYLOAD,NORMAL
2026-03-01 01:32:00,SAT-003,26.31,21.14,4.94,83.6,229.3,-69.76,0.0431,0.075,POWER,ANOMALY
2026-03-01 01:33:00,SAT-004,24.77,28.03,7.95,89.7,495.41,-63.76,0.0347,0.162,PAYLOAD,NORMAL
2026-03-01 01:34:00,INSAT-3D,21.35,28.52,5.99,88.67,554.44,-73.79,0.0372,0.111,THERMAL,NORMAL
2026-03-01 01:35:00,GSAT-30,15.73,28.38,6.03,92.98,548.97,-68.06,0.0527,0.075,BATTERY,NORMAL
2026-03-01 01:36:00,SAT-001,38.0,26.53,28.39,87.84,505.82,-68.6,0.0479,0.017,POWER,ANOMALY
2026-03-01 01:37:00,SAT-002,23.95,28.0,5.4,82.75,472.32,-71.62,0.0322,0.1,POWER,NORMAL
2026-03-01 01:38:00,SAT-003,22.73,28.4,6.42,88.25,548.52,-65.22,0.0438,0.082,BATTERY,NORMAL
2026-03-01 01:39:00,SAT-004,23.33,28.35,6.1,85.49,556.4,-66.48,0.03,0.097,COMMUNICATION,NORMAL
2026-03-01 01:40:00,INSAT-3D,33.51,28.34,5.14,85.89,475.08,-107.8,0.0674,0.06,COMMUNICATION,ANOMALY
2026-03-01 01:41:00,GSAT-30,30.42,28.65,5.71,86.06,550.01,-67.0,0.0529,0.14,POWER,NORMAL
2026-03-01 01:42:00,SAT-001,21.62,27.99,6.24,84.85,571.76,-67.89,0.0674,0.105,THERMAL,NORMAL
2026-03-01 01:43:00,SAT-002,26.43,28.36,7.08,88.32,517.68,-69.42,0.0394,0.051,THERMAL,NORMAL
2026-03-01 01:44:00,SAT-003,26.95,28.01,6.66,84.21,528.75,-66.33,1.6222,0.699,ATTITUDE,ANOMALY
2026-03-01 01:45:00,SAT-004,26.46,28.3,6.02,88.02,568.62,-72.47,0.0453,0.083,BATTERY,NORMAL
2026-03-01 01:46:00,INSAT-3D,27.26,28.74,5.95,89.1,548.73,-63.27,0.0439,0.088,BATTERY,NORMAL
2026-03-01 01:47:00,GSAT-30,26.95,28.02,5.76,90.46,557.16,-69.81,0.0422,0.135,COMMUNICATION,NORMAL
2026-03-01 01:48:00,SAT-001,24.24,28.77,7.38,93.63,230.01,-68.51,0.0405,10.742,ATTITUDE,ANOMALY
2026-03-01 01:49:00,SAT-002,23.06,28.67,5.04,77.01,555.4,-69.51,0.0327,0.101,THERMAL,NORMAL
2026-03-01 01:50:00,SAT-003,22.47,28.38,6.54,89.22,527.97,-63.35,0.0316,0.045,BATTERY,NORMAL
2026-03-01 01:51:00,SAT-004,22.51,28.03,6.26,86.85,573.27,-69.03,0.0511,0.079,PAYLOAD,NORMAL
2026-03-01 01:52:00,INSAT-3D,35.31,25.55,14.46,22.85,543.8,-66.18,0.0356,0.09,BATTERY,ANOMALY
2026-03-01 01:53:00,GSAT-30,30.73,28.58,6.49,80.1,519.91,-69.39,0.0291,0.115,PAYLOAD,NORMAL
2026-03-01 01:54:00,SAT-001,22.78,28.45,5.98,87.87,533.94,-70.06,0.0747,0.065,BATTERY,NORMAL
2026-03-01 01:55:00,SAT-002,27.75,28.31,5.43,87.76,539.87,-71.48,0.063,0.106,THERMAL,NORMAL
2026-03-01 01:56:00,SAT-003,72.76,27.41,6.67,74.79,522.58,-70.05,0.035,0.072,THERMAL,ANOMALY
2026-03-01 01:57:00,SAT-004,28.22,28.34,6.28,86.63,547.37,-65.36,0.0627,0.126,PAYLOAD,NORMAL
2026-03-01 01:58:00,INSAT-3D,27.44,28.3,6.92,91.18,576.73,-69.61,0.0608,0.086,POWER,NORMAL
2026-03-01 01:59:00,GSAT-30,22.97,28.19,6.02,81.93,562.76,-63.3,0.0414,0.145,BATTERY,NORMAL
2026-03-01 02:00:00,SAT-001,21.33,21.47,7.84,83.98,122.23,-64.87,0.0501,0.02,POWER,ANOMALY
2026-03-01 02:01:00,SAT-002,23.24,28.25,7.07,87.45,572.65,-65.38,0.0226,0.053,THERMAL,NORMAL
2026-03-01 02:02:00,SAT-003,25.1,28.6,6.96,99.5,525.67,-67.77,0.0638,0.034,COMMUNICATION,NORMAL
2026-03-01 02:03:00,SAT-004,27.1,28.48,5.18,80.26,583.62,-68.38,0.054,0.058,BATTERY,NORMAL
2026-03-01 02:04:00,INSAT-3D,42.97,26.24,19.81,92.22,451.7,-66.86,0.0439,0.058,POWER,ANOMALY
2026-03-01 02:05:00,GSAT-30,27.7,27.5,7.12,79.3,527.31,-71.36,0.0295,0.115,ATTITUDE,NORMAL
2026-03-01 02:06:00,SAT-001,19.55,28.13,4.52,89.27,530.93,-64.3,0.0528,0.038,COMMUNICATION,NORMAL
2026-03-01 02:07:00,SAT-002,22.4,27.87,7.32,79.97,557.63,-74.46,0.0535,0.109,POWER,NORMAL
2026-03-01 02:08:00,SAT-003,29.28,28.15,7.77,96.54,520.35,-119.83,0.0465,0.066,COMMUNICATION,ANOMALY
2026-03-01 02:09:00,SAT-004,24.34,28.31,5.73,88.05,544.88,-66.64,0.0434,0.113,ATTITUDE,NORMAL
2026-03-01 02:10:00,INSAT-3D,32.31,28.17,7.09,82.8,561.45,-71.16,0.0375,0.137,THERMAL,NORMAL
2026-03-01 02:11:00,GSAT-30,24.64,28.19,6.73,85.42,553.07,-66.48,0.0474,0.072,ATTITUDE,NORMAL
2026-03-01 02:12:00,SAT-001,26.54,28.43,7.17,94.08,500.3,-69.32,1.563,0.708,ATTITUDE,ANOMALY
2026-03-01 02:13:00,SAT-002,26.12,28.31,7.49,90.27,531.45,-65.11,0.0593,0.043,POWER,NORMAL
2026-03-01 02:14:00,SAT-003,27.76,28.1,5.02,83.5,493.08,-64.51,0.0611,0.128,PAYLOAD,NORMAL
2026-03-01 02:15:00,SAT-004,28.06,27.66,7.05,99.23,529.39,-68.1,0.0307,0.089,ATTITUDE,NORMAL
2026-03-01 02:16:00,INSAT-3D,29.81,28.41,9.01,85.17,216.49,-67.49,0.0208,8.129,ATTITUDE,ANOMALY
2026-03-01 02:17:00,GSAT-30,24.12,28.3,6.05,90.77,538.82,-70.85,0.0346,0.05,PAYLOAD,NORMAL
2026-03-01 02:18:00,SAT-001,25.2,28.39,5.54,88.82,514.91,-63.32,0.0323,0.082,THERMAL,NORMAL
2026-03-01 02:19:00,SAT-002,25.37,27.87,5.72,89.6,484.25,-66.68,0.0448,0.097,COMMUNICATION,NORMAL
2026-03-01 02:20:00,SAT-003,35.17,25.54,11.41,27.93,533.67,-66.37,0.0455,0.081,BATTERY,ANOMALY
2026-03-01 02:21:00,SAT-004,27.59,28.14,6.45,95.55,510.0,-71.17,0.0533,0.094,BATTERY,NORMAL
2026-03-01 02:22:00,INSAT-3D,27.05,28.37,6.0,82.36,524.35,-69.76,0.044,0.113,BATTERY,NORMAL
2026-03-01 02:23:00,GSAT-30,29.29,28.61,4.97,89.34,591.08,-73.06,0.0488,0.08,ATTITUDE,NORMAL
2026-03-01 02:24:00,SAT-001,73.04,27.17,5.35,75.43,559.29,-64.69,0.048,0.064,THERMAL,ANOMALY
2026-03-01 02:25:00,SAT-002,21.15,28.02,5.73,87.01,513.43,-67.9,0.0375,0.101,ATTITUDE,NORMAL
2026-03-01 02:26:00,SAT-003,27.21,27.81,5.32,91.66,492.5,-68.57,0.0433,0.064,ATTITUDE,NORMAL
2026-03-01 02:27:00,SAT-004,30.85,28.3,5.64,87.72,559.54,-67.77,0.0515,0.052,PAYLOAD,NORMAL
2026-03-01 02:28:00,INSAT-3D,26.51,23.47,6.41,80.48,145.2,-64.29,0.0559,0.098,POWER,ANOMALY
2026-03-01 02:29:00,GSAT-30,28.03,28.39,6.82,82.22,531.72,-69.19,0.0501,0.09,COMMUNICATION,NORMAL
2026-03-01 02:30:00,SAT-001,26.76,28.35,5.34,83.55,515.35,-68.72,0.046,0.101,ATTITUDE,NORMAL
2026-03-01 02:31:00,SAT-002,23.07,28.4,6.56,85.35,599.14,-62.32,0.0453,0.01,THERMAL,NORMAL
2026-03-01 02:32:00,SAT-003,40.66,26.01,29.55,90.42,583.23,-67.22,0.0414,0.066,POWER,ANOMALY
2026-03-01 02:33:00,SAT-004,27.49,28.23,5.62,99.5,571.93,-72.79,0.0388,0.108,ATTITUDE,NORMAL
2026-03-01 02:34:00,INSAT-3D,21.27,28.12,5.71,87.07,541.98,-66.41,0.0442,0.095,THERMAL,NORMAL
2026-03-01 02:35:00,GSAT-30,27.54,28.09,4.87,94.28,580.04,-74.05,0.0382,0.062,ATTITUDE,NORMAL
2026-03-01 02:36:00,SAT-001,30.92,28.17,5.3,89.41,493.08,-109.09,0.0373,0.063,COMMUNICATION,ANOMALY
2026-03-01 02:37:00,SAT-002,25.56,28.2,6.55,93.95,573.23,-72.45,0.015,0.108,POWER,NORMAL
2026-03-01 02:38:00,SAT-003,24.55,28.45,5.79,82.14,582.27,-68.95,0.0555,0.103,ATTITUDE,NORMAL
2026-03-01 02:39:00,SAT-004,23.01,28.1,7.3,86.08,601.22,-65.62,0.0505,0.044,PAYLOAD,NORMAL
2026-03-01 02:40:00,INSAT-3D,28.81,28.05,5.54,87.56,488.36,-70.29,0.7224,0.747,ATTITUDE,ANOMALY
2026-03-01 02:41:00,GSAT-30,20.82,28.19,7.13,83.69,459.41,-69.33,0.0345,0.012,ATTITUDE,NORMAL
2026-03-01 02:42:00,SAT-001,26.02,28.02,6.04,86.1,536.93,-67.54,0.0521,0.095,ATTITUDE,NORMAL
2026-03-01 02:43:00,SAT-002,21.68,27.66,6.49,86.72,575.38,-68.39,0.0377,0.078,BATTERY,NORMAL
2026-03-01 02:44:00,SAT-003,29.28,28.37,4.55,85.93,241.68,-68.05,0.0389,6.798,ATTITUDE,ANOMALY
2026-03-01 02:45:00,SAT-004,29.15,28.38,7.0,84.22,490.24,-63.5,0.0411,0.072,ATTITUDE,NORMAL
2026-03-01 02:46:00,INSAT-3D,24.26,28.17,6.18,90.87,529.2,-65.94,0.0441,0.048,PAYLOAD,NORMAL
2026-03-01 02:47:00,GSAT-30,30.09,28.65,6.8,90.97,510.12,-66.92,0.0517,0.074,BATTERY,NORMAL
2026-03-01 02:48:00,SAT-001,32.72,25.6,14.31,27.13,547.38,-67.56,0.0402,0.07,BATTERY,ANOMALY
2026-03-01 02:49:00,SAT-002,20.76,28.48,5.92,90.75,614.51,-65.93,0.0495,0.128,THERMAL,NORMAL
2026-03-01 02:50:00,SAT-003,24.49,28.11,5.54,92.55,600.55,-67.1,0.0489,0.06,COMMUNICATION,NORMAL
2026-03-01 02:51:00,SAT-004,23.15,28.35,7.19,88.11,550.81,-62.89,0.0479,0.158,COMMUNICATION,NORMAL
2026-03-01 02:52:00,INSAT-3D,58.24,26.87,7.1,86.91,568.69,-65.98,0.0436,0.043,THERMAL,ANOMALY
2026-03-01 02:53:00,GSAT-30,26.89,28.29,5.52,84.9,551.86,-65.55,0.0582,0.054,POWER,NORMAL
2026-03-01 02:54:00,SAT-001,20.81,28.31,7.16,84.95,535.31,-67.96,0.0356,0.099,PAYLOAD,NORMAL
2026-03-01 02:55:00,SAT-002,27.71,28.48,6.71,90.38,548.1,-78.05,0.0415,0.052,BATTERY,NORMAL
2026-03-01 02:56:00,SAT-003,29.63,23.22,6.13,83.21,186.52,-69.24,0.0306,0.03,POWER,ANOMALY
2026-03-01 02:57:00,SAT-004,25.44,28.03,7.69,97.43,597.08,-65.13,0.0375,0.105,THERMAL,NORMAL
2026-03-01 02:58:00,INSAT-3D,28.82,27.84,6.56,83.91,559.36,-69.48,0.0174,0.091,COMMUNICATION,NORMAL
2026-03-01 02:59:00,GSAT-30,22.49,27.73,6.13,87.39,592.97,-66.11,0.0327,0.136,PAYLOAD,NORMAL
2026-03-01 03:00:00,SAT-001,41.66,26.8,20.99,80.2,518.83,-64.73,0.0638,0.126,POWER,ANOMALY
2026-03-01 03:01:00,SAT-002,27.51,28.62,7.54,91.67,519.58,-71.9,0.0282,0.01,ATTITUDE,NORMAL
2026-03-01 03:02:00,SAT-003,20.91,27.5,6.18,96.86,598.14,-69.37,0.0378,0.094,ATTITUDE,NORMAL
2026-03-01 03:03:00,SAT-004,24.04,27.95,6.16,92.06,506.61,-70.86,0.0322,0.022,COMMUNICATION,NORMAL
2026-03-01 03:04:00,INSAT-3D,24.56,28.41,6.64,84.15,533.87,-117.75,0.0255,0.104,COMMUNICATION,ANOMALY
2026-03-01 03:05:00,GSAT-30,27.58,28.13,6.25,90.58,485.31,-69.59,0.0545,0.042,THERMAL,NORMAL
2026-03-01 03:06:00,SAT-001,23.05,27.93,6.45,87.34,511.19,-68.49,0.0506,0.137,BATTERY,NORMAL
2026-03-01 03:07:00,SAT-002,23.28,27.85,7.35,89.05,616.08,-65.18,0.0516,0.067,ATTITUDE,NORMAL
2026-03-01 03:08:00,SAT-003,22.71,28.13,5.6,88.25,578.98,-68.78,0.5067,0.659,ATTITUDE,ANOMALY
2026-03-01 03:09:00,SAT-004,22.73,28.19,5.7,91.01,515.18,-69.53,0.0589,0.057,THERMAL,NORMAL
2026-03-01 03:10:00,INSAT-3D,21.59,28.31,7.47,89.9,604.0,-61.94,0.0418,0.059,PAYLOAD,NORMAL
2026-03-01 03:11:00,GSAT-30,24.37,29.0,6.44,84.24,525.08,-64.55,0.0464,0.037,COMMUNICATION,NORMAL
2026-03-01 03:12:00,SAT-001,28.76,28.0,8.0,90.4,232.46,-64.16,0.0457,4.332,ATTITUDE,ANOMALY
2026-03-01 03:13:00,SAT-002,20.7,28.25,4.95,94.49,629.03,-67.45,0.0439,0.07,COMMUNICATION,NORMAL
2026-03-01 03:14:00,SAT-003,23.07,28.44,5.51,93.71,539.68,-67.09,0.0494,0.062,COMMUNICATION,NORMAL
2026-03-01 03:15:00,SAT-004,20.84,28.14,6.23,86.67,602.75,-67.33,0.0353,0.098,BATTERY,NORMAL
2026-03-01 03:16:00,INSAT-3D,35.31,25.91,12.63,31.3,520.89,-73.87,0.0433,0.119,BATTERY,ANOMALY
2026-03-01 03:17:00,GSAT-30,19.32,28.24,5.72,96.21,548.72,-66.74,0.0504,0.044,COMMUNICATION,NORMAL
2026-03-01 03:18:00,SAT-001,27.78,28.35,5.82,91.33,528.88,-70.03,0.0506,0.05,PAYLOAD,NORMAL
2026-03-01 03:19:00,SAT-002,23.22,28.39,7.3,93.06,472.24,-67.62,0.0573,0.04,POWER,NORMAL
2026-03-01 03:20:00,SAT-003,69.62,27.5,5.53,89.17,538.18,-66.05,0.0353,0.085,THERMAL,ANOMALY
2026-03-01 03:21:00,SAT-004,23.0,27.87,6.01,82.93,536.58,-63.76,0.0444,0.071,PAYLOAD,NORMAL
2026-03-01 03:22:00,INSAT-3D,24.22,28.31,5.85,91.75,546.86,-67.05,0.0557,0.064,PAYLOAD,NORMAL
2026-03-01 03:23:00,GSAT-30,22.28,28.72,5.9,86.59,535.8,-68.66,0.046,0.063,COMMUNICATION,NORMAL
2026-03-01 03:24:00,SAT-001,28.49,23.06,7.02,92.64,152.79,-65.62,0.0506,0.148,POWER,ANOMALY
2026-03-01 03:25:00,SAT-002,25.25,28.49,5.46,89.19,574.13,-66.5,0.0473,0.11,COMMUNICATION,NORMAL
2026-03-01 03:26:00,SAT-003,23.19,28.26,6.14,92.38,526.4,-70.65,0.0408,0.069,ATTITUDE,NORMAL
2026-03-01 03:27:00,SAT-004,29.28,28.64,5.39,91.91,506.21,-67.91,0.0419,0.01,ATTITUDE,NORMAL
