timestamp,satellite_id,temperature_c,voltage_v,current_a,battery_soc_percent,solar_power_w,communication_signal_db,vibration_g,attitude_error_deg,subsystem,label,temperature_change,voltage_change,current_change,battery_soc_change,solar_power_change,communication_signal_change,vibration_change,attitude_error_change,temperature_deviation,temperature_rolling_mean,temperature_rolling_std,voltage_deviation,voltage_rolling_mean,voltage_rolling_std,current_deviation,current_rolling_mean,current_rolling_std,battery_soc_deviation,battery_soc_rolling_mean,battery_soc_rolling_std,solar_power_deviation,solar_power_rolling_mean,solar_power_rolling_std,communication_signal_deviation,communication_signal_rolling_mean,communication_signal_rolling_std,vibration_deviation,vibration_rolling_mean,vibration_rolling_std,attitude_error_deviation,attitude_error_rolling_mean,attitude_error_rolling_std,power_draw_w,net_power_w
2026-03-01 00:19:00,SAT-002,21.55,27.93,3.9,83.98,539.83,-69.15,0.0394,0.047,ATTITUDE,NORMAL,-1.8999999999999986,-0.25,-3.2900000000000005,3.1099999999999994,-12.0,-7.070000000000007,-0.029199999999999997,0.025,-3.4175,24.9675,3.6778,-0.355,28.285,0.2894,-1.5575,5.4575,1.628,-1.18,85.16,4.2539,-4.05,543.88,10.2802,-3.3725,-65.7775,3.5638,-0.0056,0.045,0.0173,-0.0332,0.0802,0.0538,108.93,430.9
2026-03-01 00:20:00,SAT-003,28.6,28.49,6.83,75.57,598.2,-67.56,1.7205,0.635,ATTITUDE,ANOMALY,4.350000000000001,0.4599999999999973,0.04999999999999982,-9.330000000000013,45.73000000000002,0.5099999999999909,1.6608999999999998,0.567,5.08,23.52,4.2999,2.03,26.46,3.585,0.465,6.365,0.7321,-7.8925,83.4625,5.9314,124.955,473.245,169.7445,2.0575,-69.6175,2.9456,1.2553,0.4652,0.8369,0.4025,0.2325,0.2698,194.59,403.61
2026-03-01 00:21:00,SAT-004,25.97,28.41,6.21,95.27,530.74,-59.84,0.0525,0.054,THERMAL,NORMAL,0.8699999999999974,0.5100000000000016,-0.6200000000000001,5.109999999999999,29.129999999999995,10.209999999999994,-0.0032000000000000015,-0.044000000000000004,1.05,24.92,1.2453,0.195,28.215,0.2278,-0.245,6.455,0.4012,3.975,91.295,2.6541,26.5575,504.1825,18.4795,5.1425,-64.9825,4.1756,-0.005,0.0576,0.0147,-0.0258,0.0798,0.0323,176.43,354.31
2026-03-01 00:22:00,INSAT-3D,30.18,28.3,4.77,86.78,551.45,-66.48,0.0435,0.09,THERMAL,NORMAL,6.34,0.17999999999999972,-1.62,-1.3100000000000023,-16.019999999999982,53.709999999999994,-0.013200000000000003,-0.016,-8.8025,38.9825,22.275,0.26,28.04,0.3677,-0.93,5.7,0.684,0.95,85.83,6.1445,0.6625,550.7875,15.0041,14.865,-81.345,25.9329,-0.0045,0.048,0.0132,0.0098,0.0802,0.0226,134.99,416.46
2026-03-01 00:23:00,GSAT-30,23.42,28.39,7.04,86.29,507.59,-69.54,0.0535,0.083,PAYLOAD,NORMAL,2.020000000000003,0.0,2.21,-2.299999999999997,-67.43,-2.0,0.0157,0.028000000000000004,1.215,22.205,0.8589,0.16,28.23,0.1848,1.2425,5.7975,1.0063,-3.96,90.25,6.2497,-9.7925,517.3825,39.5645,-1.3575,-68.1825,2.2854,0.0074,0.0461,0.0101,0.0072,0.0758,0.0199,199.87,307.72
2026-03-01 00:24:00,SAT-001,27.89,28.73,6.68,80.96,252.78,-67.85,0.0537,9.614,ATTITUDE,ANOMALY,1.0600000000000023,0.46000000000000085,0.27999999999999936,-8.77000000000001,-263.4200000000001,-0.5499999999999972,0.005199999999999996,9.555000000000001,-2.886,30.776,6.3129,1.286,27.444,1.2665,-3.968,10.648,6.6903,6.76,74.2,29.2811,-213.292,466.072,119.7029,0.86,-68.71,1.2345,-0.0019,0.0556,0.0049,7.6262,1.9878,4.2633,191.92,60.86
2026-03-01 00:25:00,SAT-002,22.67,27.78,6.73,80.82,498.59,-66.52,0.043,0.059,ATTITUDE,NORMAL,1.120000000000001,-0.14999999999999858,2.8300000000000005,-3.160000000000011,-41.240000000000066,2.6300000000000097,0.003599999999999999,0.011999999999999997,-1.838,24.508,3.3467,-0.404,28.184,0.3374,1.018,5.712,1.5204,-3.472,84.292,4.164,-36.232,534.822,22.1246,-0.594,-65.926,3.1042,-0.0016,0.0446,0.015,-0.017,0.076,0.0476,186.96,311.63
2026-03-01 00:26:00,SAT-003,23.9,28.39,5.58,86.82,523.01,-67.75,0.0728,0.024,PAYLOAD,NORMAL,-4.700000000000003,-0.09999999999999787,-1.25,11.25,-75.19000000000005,-0.18999999999999773,-1.6477,-0.611,0.304,23.596,3.7277,1.544,26.846,3.2224,-0.628,6.208,0.7247,2.686,84.134,5.3517,39.812,483.198,148.6782,1.494,-69.244,2.6842,-0.3139,0.3867,0.7457,-0.1668,0.1908,0.2516,158.42,364.59
2026-03-01 00:27:00,SAT-004,25.52,28.24,6.48,78.6,573.82,-69.53,0.0595,0.075,ATTITUDE,NORMAL,-0.4499999999999993,-0.1700000000000017,0.27000000000000046,-16.67,43.08000000000004,-9.689999999999998,0.006999999999999999,0.020999999999999998,0.48,25.04,1.1114,0.02,28.22,0.1976,0.02,6.46,0.3476,-10.156,88.756,6.125,55.71,518.11,35.0142,-3.638,-65.892,4.1488,0.0016,0.0579,0.0128,-0.0038,0.0788,0.0281,183.0,390.82
2026-03-01 00:28:00,INSAT-3D,33.38,25.23,10.85,26.79,490.76,-73.97,0.0364,0.105,BATTERY,ANOMALY,3.200000000000003,-3.0700000000000003,6.08,-59.99,-60.690000000000055,-7.489999999999995,-0.007099999999999995,0.015,-4.482,37.862,19.4528,-2.248,27.478,1.2964,4.12,6.73,2.3781,-47.232,74.022,26.9344,-48.022,538.782,29.8245,5.9,-79.87,22.6995,-0.0093,0.0457,0.0125,0.0198,0.0852,0.0225,273.75,217.01
2026-03-01 00:29:00,GSAT-30,20.8,28.12,5.82,84.73,601.79,-66.79,0.0299,0.108,COMMUNICATION,NORMAL,-2.620000000000001,-0.2699999999999996,-1.2199999999999998,-1.5600000000000023,94.19999999999999,2.75,-0.0236,0.024999999999999994,-1.124,21.924,0.9737,-0.088,28.208,0.1674,0.018,5.802,0.8715,-4.416,89.146,5.9488,67.526,534.264,50.9798,1.114,-67.904,2.0749,-0.013,0.0429,0.0114,0.0258,0.0822,0.0225,163.66,438.13
2026-03-01 00:30:00,SAT-001,26.32,28.61,5.14,97.22,514.42,-71.84,0.0422,0.136,ATTITUDE,NORMAL,-1.5700000000000003,-0.120000000000001,-1.54,16.260000000000005,261.64,-3.990000000000009,-0.011499999999999996,-9.478000000000002,-2.522,28.842,5.7745,0.628,27.982,1.0007,-3.602,8.742,6.6151,8.084,89.136,6.6195,50.06,464.36,118.7429,-2.502,-69.338,1.8655,-0.0097,0.0519,0.0067,-1.8584,1.9944,4.2596,147.06,367.36
2026-03-01 00:31:00,SAT-002,27.45,28.35,5.82,77.53,525.3,-67.58,0.045,0.103,BATTERY,NORMAL,4.779999999999998,0.5700000000000003,-0.9100000000000001,-3.289999999999992,26.70999999999998,-1.0600000000000023,0.0020000000000000018,0.044,3.476,23.974,2.2658,0.212,28.138,0.2808,-0.206,6.026,1.2873,-4.064,81.594,2.8905,-8.34,533.64,22.5202,-1.836,-65.744,2.9385,-0.0031,0.0481,0.0117,0.0314,0.0716,0.0427,165.0,360.3
2026-03-01 00:32:00,SAT-003,61.34,27.5,6.95,85.74,565.17,-66.41,0.0525,0.134,THERMAL,ANOMALY,37.440000000000005,-0.8900000000000006,1.37,-1.0799999999999983,42.15999999999997,1.3400000000000034,-0.020300000000000006,0.11000000000000001,30.094,31.246,17.2288,0.8,26.7,3.16,0.408,6.542,0.555,2.434,83.306,4.4916,72.734,492.436,152.8342,2.34,-68.75,2.979,-0.3371,0.3896,0.7441,-0.0564,0.1904,0.2517,191.12,374.05
2026-03-01 00:33:00,SAT-004,27.4,28.22,6.55,87.46,522.97,-67.38,0.0556,0.066,ATTITUDE,NORMAL,1.879999999999999,-0.019999999999999574,0.0699999999999994,8.86,-50.85000000000002,2.1500000000000057,-0.0039000000000000007,-0.008999999999999994,1.506,25.894,0.8966,-0.004,28.224,0.1973,-0.016,6.566,0.2458,-0.798,88.258,6.1049,-0.59,523.56,32.7024,-0.956,-66.424,4.1315,0.0022,0.0534,0.006,-0.0028,0.0688,0.0189,184.84,338.13
2026-03-01 00:34:00,INSAT-3D,20.67,27.99,7.76,87.8,558.53,-68.55,0.0439,0.065,BATTERY,NORMAL,-12.71,2.759999999999998,-3.09,61.01,67.76999999999998,5.420000000000002,0.0075,-0.039999999999999994,-6.904,27.574,5.1736,0.414,27.576,1.3168,0.616,7.144,2.3315,11.634,76.166,27.6556,18.684,539.846,30.5539,11.108,-79.658,22.8239,-0.0043,0.0482,0.01,-0.0224,0.0874,0.0189,217.2,341.33
2026-03-01 00:35:00,GSAT-30,22.1,28.06,6.8,91.05,539.27,-67.65,0.0603,0.062,ATTITUDE,NORMAL,1.3000000000000007,-0.060000000000002274,0.9799999999999995,6.319999999999993,-62.51999999999998,-0.8599999999999994,0.0304,-0.046,0.166,21.934,0.9756,-0.146,28.206,0.1695,0.872,5.928,0.9772,1.018,90.032,5.8067,-5.79,545.06,43.1265,-0.294,-67.356,1.5495,0.0166,0.0437,0.0127,-0.0126,0.0746,0.0213,190.81,348.46
2026-03-01 00:36:00,SAT-001,27.64,20.67,6.33,90.49,244.33,-65.56,0.0581,0.081,POWER,ANOMALY,1.3200000000000003,-7.939999999999998,1.1900000000000004,-6.730000000000004,-270.0899999999999,6.280000000000001,0.015899999999999997,-0.05500000000000001,-1.876,29.516,5.2833,-5.838,26.508,3.4134,-2.68,9.01,6.4502,1.956,88.534,6.25,-162.14,406.47,144.2544,3.044,-68.604,2.5243,0.0064,0.0517,0.0064,-1.919,2.0,4.2565,130.84,113.49
2026-03-01 00:37:00,SAT-002,23.56,28.45,6.28,89.34,493.02,-78.09,0.0585,0.144,POWER,NORMAL,-3.8900000000000006,0.09999999999999787,0.45999999999999996,11.810000000000002,-32.27999999999997,-10.510000000000005,0.013500000000000005,0.040999999999999995,-0.176,23.736,2.2261,0.312,28.138,0.2808,0.296,5.984,1.2717,6.832,82.508,4.4485,-28.694,521.714,25.5249,-9.406,-68.684,5.878,0.0076,0.0509,0.0123,0.069,0.075,0.0485,178.67,314.35
2026-03-01 00:38:00,SAT-003,27.7,28.37,5.64,87.96,466.85,-62.69,0.0413,0.104,ATTITUDE,NORMAL,-33.64,0.870000000000001,-1.3100000000000005,2.219999999999999,-98.31999999999994,3.719999999999999,-0.011199999999999995,-0.030000000000000013,-5.458,33.158,15.8891,0.214,28.156,0.4057,-0.716,6.356,0.6841,3.762,84.198,4.9583,-74.29,541.14,49.5211,3.806,-66.496,2.2178,-0.348,0.3893,0.7442,-0.089,0.193,0.2505,160.01,306.84
2026-03-01 00:39:00,SAT-004,25.32,28.22,5.99,93.92,522.31,-72.07,0.026,0.082,BATTERY,NORMAL,-2.0799999999999983,0.0,-0.5599999999999996,6.460000000000008,-0.6600000000000819,-4.689999999999998,-0.029599999999999998,0.016,-0.542,25.862,0.9177,0.022,28.198,0.1847,-0.422,6.412,0.323,4.838,89.082,6.6212,-7.98,530.29,26.6217,-4.296,-67.774,4.7387,-0.0239,0.0499,0.0136,0.007,0.075,0.0166,169.04,353.27
2026-03-01 00:40:00,INSAT-3D,41.18,26.77,25.0,87.29,535.59,-65.52,0.0583,0.051,POWER,ANOMALY,20.509999999999998,-1.2199999999999989,17.240000000000002,-0.5099999999999909,-22.93999999999994,3.030000000000001,0.014399999999999996,-0.014000000000000005,11.33,29.85,8.0829,-0.512,27.282,1.2954,14.046,10.954,8.1636,11.94,75.35,27.1505,-5.17,540.76,30.2911,13.422,-78.942,23.2893,0.0105,0.0478,0.0094,-0.0324,0.0834,0.0245,669.25,-133.66
2026-03-01 00:41:00,GSAT-30,17.87,28.59,5.96,87.98,516.12,-68.14,0.0603,0.103,COMMUNICATION,NORMAL,-4.23,0.5300000000000011,-0.8399999999999999,-3.069999999999993,-23.149999999999977,-0.4899999999999949,0.0,0.040999999999999995,-3.248,21.118,2.0612,0.28,28.31,0.2178,-0.13,6.09,0.8781,0.252,87.728,2.3926,-31.838,547.958,39.8402,-0.208,-67.932,1.0206,0.0119,0.0484,0.0138,0.0208,0.0822,0.0237,170.4,345.72
2026-03-01 00:42:00,SAT-001,23.11,27.85,5.52,87.77,450.25,-64.57,0.0222,0.098,ATTITUDE,NORMAL,-4.530000000000001,7.18,-0.8100000000000005,-2.719999999999999,205.92,0.9900000000000091,-0.0359,0.017,-3.248,26.358,1.9212,1.024,26.826,3.4582,-0.494,6.014,0.652,-1.464,89.234,5.8353,54.654,395.596,136.8661,2.854,-67.424,2.7981,-0.0227,0.0449,0.014,-1.8996,1.9976,4.2578,153.73,296.52
2026-03-01 00:43:00,SAT-002,27.95,27.93,5.64,83.16,590.29,-70.11,0.0433,0.062,PAYLOAD,NORMAL,4.390000000000001,-0.5199999999999996,-0.6400000000000006,-6.180000000000007,97.26999999999998,7.980000000000004,-0.015200000000000005,-0.08199999999999999,3.314,24.636,2.8917,-0.158,28.088,0.2935,-0.034,5.674,1.0784,0.194,82.966,4.3546,60.884,529.406,39.0703,0.18,-70.29,4.5752,-0.0025,0.0458,0.0074,-0.021,0.083,0.0401,157.53,432.76
2026-03-01 00:44:00,SAT-003,25.08,27.98,6.87,79.8,489.43,-119.02,0.037,0.04,COMMUNICATION,ANOMALY,-2.620000000000001,-0.39000000000000057,1.2300000000000004,-8.159999999999997,22.579999999999984,-56.33,-0.004300000000000005,-0.064,-8.244,33.324,15.7767,-0.166,28.146,0.4102,0.496,6.374,0.6991,-3.378,83.178,5.2912,-39.102,528.532,53.759,-42.334,-76.686,23.7528,-0.3478,0.3848,0.7468,-0.1474,0.1874,0.2543,192.22,297.21
2026-03-01 00:45:00,SAT-004,26.2,28.67,6.96,85.12,508.56,-66.52,0.0292,0.135,THERMAL,NORMAL,0.879999999999999,0.45000000000000284,0.9699999999999998,-8.799999999999997,-13.749999999999943,5.549999999999997,0.0032000000000000015,0.053000000000000005,0.118,26.082,0.8155,0.318,28.352,0.1949,0.522,6.438,0.3672,-2.954,88.074,6.7974,-23.12,531.68,24.874,0.548,-67.068,4.575,-0.0154,0.0446,0.0157,0.0526,0.0824,0.0312,199.54,309.02
2026-03-01 00:46:00,INSAT-3D,24.74,28.13,6.44,82.51,551.93,-68.26,0.0483,0.088,PAYLOAD,NORMAL,-16.44,1.3599999999999994,-18.56,-4.780000000000001,16.339999999999918,-2.740000000000009,-0.009999999999999995,0.037,-5.29,30.03,7.924,0.846,27.284,1.2971,-4.524,10.964,8.1566,8.276,74.234,26.6051,14.278,537.652,27.5375,0.296,-68.556,3.2759,0.0022,0.0461,0.0081,0.0082,0.0798,0.0215,181.16,370.77
2026-03-01 00:47:00,GSAT-30,26.2,28.68,6.46,88.97,595.87,-66.2,0.0373,0.121,BATTERY,NORMAL,8.329999999999998,0.08999999999999986,0.5,0.9899999999999949,79.75,1.9399999999999977,-0.023,0.018000000000000002,4.122,22.078,3.0876,0.312,28.368,0.2754,0.044,6.416,0.5249,1.166,87.804,2.4325,43.742,552.128,44.2301,1.464,-67.664,1.2897,-0.011,0.0483,0.0139,0.0256,0.0954,0.0231,185.27,410.6
2026-03-01 00:48:00,SAT-001,23.78,28.01,5.82,80.32,540.0,-68.77,1.5139,0.672,ATTITUDE,ANOMALY,0.6700000000000017,0.16000000000000014,0.3000000000000007,-7.450000000000003,89.75,-4.200000000000003,1.4917,0.5740000000000001,-1.968,25.748,2.1981,1.236,26.774,3.433,-0.078,5.898,0.6168,-7.032,87.352,7.0304,139.644,400.356,142.4107,-1.052,-67.718,2.8584,1.1759,0.338,0.6575,-1.4482,2.1202,4.1964,163.02,376.98
2026-03-01 00:49:00,SAT-002,25.59,28.49,7.02,88.83,504.29,-68.81,0.0629,0.106,BATTERY,NORMAL,-2.3599999999999994,0.5599999999999987,1.38,5.670000000000002,-85.99999999999994,1.2999999999999972,0.0196,0.044,0.146,25.444,2.3222,0.29,28.2,0.3234,0.722,6.298,0.5852,4.894,83.936,5.1113,-18.008,522.298,39.9233,1.412,-70.222,4.5988,0.0124,0.0505,0.0094,0.0112,0.0948,0.0353,200.0,304.29
2026-03-01 00:50:00,SAT-003,25.82,28.4,6.24,89.2,568.82,-61.84,0.048,0.066,THERMAL,NORMAL,0.740000000000002,0.41999999999999815,-0.6299999999999999,9.400000000000006,79.39000000000004,57.17999999999999,0.011000000000000003,0.026000000000000002,-6.948,32.768,16.0317,0.272,28.128,0.3929,-0.016,6.256,0.651,3.296,85.904,3.6474,46.164,522.656,45.1579,13.702,-75.542,24.4303,-0.0023,0.0503,0.0139,-0.0076,0.0736,0.0453,177.22,391.6
2026-03-01 00:51:00,SAT-004,30.26,28.22,7.5,81.1,480.38,-68.17,0.0496,0.079,POWER,NORMAL,4.060000000000002,-0.45000000000000284,0.54,-4.02000000000001,-28.180000000000007,-1.6500000000000057,0.020399999999999998,-0.05600000000000001,3.32,26.94,2.0262,-0.094,28.314,0.1992,0.804,6.696,0.5662,-4.14,85.24,5.948,-41.228,521.608,33.9059,0.564,-68.734,2.1689,0.0056,0.044,0.0154,-0.0084,0.0874,0.0273,211.65,268.73
2026-03-01 00:52:00,INSAT-3D,19.8,28.17,5.46,88.35,243.45,-70.82,0.0399,11.499,ATTITUDE,ANOMALY,-4.939999999999998,0.0400000000000027,-0.9800000000000004,5.839999999999989,-308.47999999999996,-2.559999999999988,-0.008400000000000005,11.411000000000001,-8.154,27.954,9.1412,0.912,27.258,1.2727,-5.642,11.102,8.0305,13.802,74.548,26.7987,-232.602,476.052,132.6884,-1.396,-69.424,3.1613,-0.0055,0.0454,0.0085,9.1374,2.3616,5.108,153.81,89.64
